listing_url,new_price
https://www.airbnb.com/rooms/18746406,104.0
https://www.airbnb.com/rooms/18767444,195.0
https://www.airbnb.com/rooms/18820845,338.0
https://www.airbnb.com/rooms/18869264,416.0
https://www.airbnb.com/rooms/18874741,195.0
https://www.airbnb.com/rooms/18889311,91.0
https://www.airbnb.com/rooms/18893833,234.0
https://www.airbnb.com/rooms/18944949,195.0
https://www.airbnb.com/rooms/18957114,247.0
https://www.airbnb.com/rooms/18970422,182.0
https://www.airbnb.com/rooms/18994607,NaN
https://www.airbnb.com/rooms/19003817,381.0
https://www.airbnb.com/rooms/19005235,163.0
https://www.airbnb.com/rooms/19025348,228.0
https://www.airbnb.com/rooms/19042921,NaN
https://www.airbnb.com/rooms/19063403,NaN
https://www.airbnb.com/rooms/19063744,259.0
https://www.airbnb.com/rooms/19109055,134.0
https://www.airbnb.com/rooms/19112021,124.0
https://www.airbnb.com/rooms/19113673,182.0
https://www.airbnb.com/rooms/19116868,195.0
https://www.airbnb.com/rooms/19125629,174.0
https://www.airbnb.com/rooms/19158799,111.0
https://www.airbnb.com/rooms/19190751,234.0
https://www.airbnb.com/rooms/19199377,233.0
https://www.airbnb.com/rooms/19210572,215.0
https://www.airbnb.com/rooms/19233984,NaN
https://www.airbnb.com/rooms/19278974,265.0
https://www.airbnb.com/rooms/19282489,215.0
https://www.airbnb.com/rooms/19396713,195.0
https://www.airbnb.com/rooms/19399848,130.0
https://www.airbnb.com/rooms/19424407,220.0
https://www.airbnb.com/rooms/19431211,254.0
https://www.airbnb.com/rooms/19437644,91.0
https://www.airbnb.com/rooms/19446226,111.0
https://www.airbnb.com/rooms/19455979,189.0
https://www.airbnb.com/rooms/19476226,182.0
https://www.airbnb.com/rooms/19476336,130.0
https://www.airbnb.com/rooms/19514844,156.0
https://www.airbnb.com/rooms/19528999,221.0
https://www.airbnb.com/rooms/19580697,130.0
https://www.airbnb.com/rooms/19584857,208.0
https://www.airbnb.com/rooms/19635447,129.0
https://www.airbnb.com/rooms/19652367,100.0
https://www.airbnb.com/rooms/19653882,260.0
https://www.airbnb.com/rooms/19693681,234.0
https://www.airbnb.com/rooms/19697430,156.0
https://www.airbnb.com/rooms/19712609,163.0
https://www.airbnb.com/rooms/19773941,228.0
https://www.airbnb.com/rooms/19788571,124.0
https://www.airbnb.com/rooms/19868323,169.0
https://www.airbnb.com/rooms/19904697,195.0
https://www.airbnb.com/rooms/19924043,215.0
https://www.airbnb.com/rooms/19939386,251.0
https://www.airbnb.com/rooms/19940517,216.0
https://www.airbnb.com/rooms/19960296,254.0
https://www.airbnb.com/rooms/19990581,203.0
https://www.airbnb.com/rooms/19999217,325.0
https://www.airbnb.com/rooms/20024436,273.0
https://www.airbnb.com/rooms/20102900,NaN
https://www.airbnb.com/rooms/20127772,106.0
https://www.airbnb.com/rooms/20146150,182.0
https://www.airbnb.com/rooms/20306150,156.0
https://www.airbnb.com/rooms/20390534,182.0
https://www.airbnb.com/rooms/20522003,NaN
https://www.airbnb.com/rooms/20570248,130.0
https://www.airbnb.com/rooms/20682420,208.0
https://www.airbnb.com/rooms/20727997,254.0
https://www.airbnb.com/rooms/20782311,130.0
https://www.airbnb.com/rooms/20795296,195.0
https://www.airbnb.com/rooms/20797949,195.0
https://www.airbnb.com/rooms/20880883,195.0
https://www.airbnb.com/rooms/20899525,107.0
https://www.airbnb.com/rooms/20911856,195.0
https://www.airbnb.com/rooms/20944548,455.0
https://www.airbnb.com/rooms/20966873,98.0
https://www.airbnb.com/rooms/20972794,234.0
https://www.airbnb.com/rooms/21034709,306.0
https://www.airbnb.com/rooms/21052469,129.0
https://www.airbnb.com/rooms/21052595,206.0
https://www.airbnb.com/rooms/21071883,215.0
https://www.airbnb.com/rooms/21208865,228.0
https://www.airbnb.com/rooms/21272031,182.0
https://www.airbnb.com/rooms/21287632,NaN
https://www.airbnb.com/rooms/21306735,325.0
https://www.airbnb.com/rooms/21307576,NaN
https://www.airbnb.com/rooms/21354853,111.0
https://www.airbnb.com/rooms/21367440,117.0
https://www.airbnb.com/rooms/21426260,NaN
https://www.airbnb.com/rooms/21445984,254.0
https://www.airbnb.com/rooms/21468440,169.0
https://www.airbnb.com/rooms/21483616,234.0
https://www.airbnb.com/rooms/21494315,NaN
https://www.airbnb.com/rooms/21523015,234.0
https://www.airbnb.com/rooms/21586607,182.0
https://www.airbnb.com/rooms/21605399,163.0
https://www.airbnb.com/rooms/21609374,143.0
https://www.airbnb.com/rooms/21638892,129.0
https://www.airbnb.com/rooms/21646167,NaN
https://www.airbnb.com/rooms/21679090,260.0
https://www.airbnb.com/rooms/21696252,195.0
https://www.airbnb.com/rooms/21720827,163.0
https://www.airbnb.com/rooms/21745778,169.0
https://www.airbnb.com/rooms/21778952,182.0
https://www.airbnb.com/rooms/21828286,NaN
https://www.airbnb.com/rooms/21849200,208.0
https://www.airbnb.com/rooms/21903526,156.0
https://www.airbnb.com/rooms/21905541,241.0
https://www.airbnb.com/rooms/21940396,286.0
https://www.airbnb.com/rooms/21946729,234.0
https://www.airbnb.com/rooms/21947328,169.0
https://www.airbnb.com/rooms/21992031,202.0
https://www.airbnb.com/rooms/22005946,NaN
https://www.airbnb.com/rooms/22022693,248.0
https://www.airbnb.com/rooms/22059261,247.0
https://www.airbnb.com/rooms/22116515,163.0
https://www.airbnb.com/rooms/22160346,156.0
https://www.airbnb.com/rooms/22200849,221.0
https://www.airbnb.com/rooms/22204645,967.0
https://www.airbnb.com/rooms/22289986,NaN
https://www.airbnb.com/rooms/22329990,285.0
https://www.airbnb.com/rooms/22447847,974.0
https://www.airbnb.com/rooms/22483847,169.0
https://www.airbnb.com/rooms/22506089,195.0
https://www.airbnb.com/rooms/22598925,73.0
https://www.airbnb.com/rooms/22705523,221.0
https://www.airbnb.com/rooms/22726195,195.0
https://www.airbnb.com/rooms/22730722,195.0
https://www.airbnb.com/rooms/22732065,NaN
https://www.airbnb.com/rooms/22750191,NaN
https://www.airbnb.com/rooms/22804772,234.0
https://www.airbnb.com/rooms/22831153,78.0
https://www.airbnb.com/rooms/22839083,169.0
https://www.airbnb.com/rooms/22877489,163.0
https://www.airbnb.com/rooms/22877491,163.0
https://www.airbnb.com/rooms/22913825,156.0
https://www.airbnb.com/rooms/22951907,130.0
https://www.airbnb.com/rooms/22963124,NaN
https://www.airbnb.com/rooms/23004650,133.0
https://www.airbnb.com/rooms/23055037,200.0
https://www.airbnb.com/rooms/23195861,195.0
https://www.airbnb.com/rooms/23261330,225.0
https://www.airbnb.com/rooms/23265110,195.0
https://www.airbnb.com/rooms/23272397,325.0
https://www.airbnb.com/rooms/23294046,234.0
https://www.airbnb.com/rooms/23314023,215.0
https://www.airbnb.com/rooms/23356736,254.0
https://www.airbnb.com/rooms/23364140,228.0
https://www.airbnb.com/rooms/23434067,256.0
https://www.airbnb.com/rooms/23445533,161.0
https://www.airbnb.com/rooms/23454168,103.0
https://www.airbnb.com/rooms/23473298,181.0
